,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,-0.5281943702487103,0.9615758497615502,-1.3910371025826478,-0.45307666524694157,-0.24363046870568308,-0.46604671805704395,-0.3790141172936712,0.5580998653531201,1.2882399009324965,-0.5790253785668796,-0.9599457953606244,5
1,-0.2984540647668504,1.966827147650766,-1.3910371025826478,0.04340256663998547,0.22380518049685486,0.8723653192008117,0.624167961720933,0.028251929345806347,-0.7197081416221467,0.12891007217488823,-0.5845942253085651,5
2,-0.2984540647668504,1.2966596157246224,-1.1856994924804387,-0.16937424702584053,0.09632273071434443,-0.08364327884051377,0.22897502150305862,0.13422151654725734,-0.33107303661157267,-0.048073790510553896,-0.5845942253085651,5
3,1.6543385318289612,-1.3840105119799524,1.4836894388482786,-0.45307666524694157,-0.26487754366943483,0.10755844076775131,0.4113717631420776,0.6640694525545711,-0.978798211629198,-0.4610361367765855,-0.5845942253085651,6
4,-0.5281943702487103,0.9615758497615502,-1.3910371025826478,-0.45307666524694157,-0.24363046870568308,-0.46604671805704395,-0.3790141172936712,0.5580998653531201,1.2882399009324965,-0.5790253785668796,-0.9599457953606244,5
5,-0.5281943702487103,0.738186672452836,-1.3910371025826478,-0.5240022698022168,-0.26487754366943483,-0.27484499844877885,-0.19661737565465223,0.5580998653531201,1.2882399009324965,-0.5790253785668796,-0.9599457953606244,5
6,-0.241018988396385,0.4031029064897638,-1.0830306874293343,-0.6658534789127672,-0.39235999345194494,-0.08364327884051377,0.3809723062022411,-0.18368724505715442,-0.07198296660452136,-1.168971587518353,-0.9599457953606244,5
7,-0.5856294466191756,0.6823393781256574,-1.3910371025826478,-0.9495558971338685,-0.47734829330695194,-0.08364327884051377,-0.7742070575115455,-1.137413529870272,0.5109696909113455,-1.109976966623206,-0.39691844028253614,7
8,-0.2984540647668504,0.29140831783540644,-1.2883682975315431,-0.3821510606916662,-0.30737169359693833,-0.657248437665309,-0.865405428331055,0.028251929345806347,0.3166521384060556,-0.5200307576717329,-0.86610790284761,7
9,-0.4707592938782454,-0.15537003678202246,0.4570013883372333,2.5257987260746195,-0.3498658435244418,0.10755844076775131,1.6881489546152102,0.5580998653531201,0.2518796209042942,0.836845522916656,0.07227102228253769,5
10,-0.9302399048419657,0.29140831783540644,-0.9803618823782296,-0.5240022698022168,0.20255810553310313,-0.08364327884051377,0.5633690478412601,-0.4486112130607819,-0.201528001608047,-0.6970146203571743,-1.147621580386655,5
11,-0.4707592938782454,-0.15537003678202246,0.4570013883372333,2.5257987260746195,-0.3498658435244418,0.10755844076775131,1.6881489546152102,0.5580998653531201,0.2518796209042942,0.836845522916656,0.07227102228253769,5
12,-1.5620257449170816,0.4868738479805319,-1.3910371025826478,-0.6658534789127672,0.03258150582308921,0.01195758096361877,0.3809723062022411,-1.2963679106725072,1.7416475234448376,-0.8150038621474691,-0.4907563327955506,5
13,-0.2984540647668504,0.45895020081694254,0.0976605706583675,-0.6658534789127672,0.5637583799168824,-0.657248437665309,-0.5310114019928536,0.3461606909501593,-0.33107303661157267,5.3204367109478525,-1.2414594728996695,5
14,0.3333317753082655,0.5147974951441212,-0.4670178571227072,0.8945098213032886,1.8810770276694886,3.4535885339123906,2.995325603028179,0.9819782141589828,-0.978798211629198,1.3088024900778343,-1.147621580386655,5
